Date,Symbol,Close
10/14/2015,PWR,25.6
10/15/2015,PWR,26.21
10/16/2015,PWR,18.74
10/19/2015,PWR,19.31
10/20/2015,PWR,19.84
10/21/2015,PWR,19.55
10/22/2015,PWR,19.32
10/23/2015,PWR,19.48
10/26/2015,PWR,19.51
10/27/2015,PWR,19.32
10/28/2015,PWR,19.84
10/29/2015,PWR,19.85
10/30/2015,PWR,20.11
11/2/2015,PWR,20.03
11/3/2015,PWR,20.16
11/4/2015,PWR,19.95
11/5/2015,PWR,20.73
11/6/2015,PWR,20.85
11/9/2015,PWR,21.24
11/10/2015,PWR,21.49
11/11/2015,PWR,21.65
11/12/2015,PWR,20.67
11/13/2015,PWR,20.7
11/16/2015,PWR,21.17
11/17/2015,PWR,20.95
11/18/2015,PWR,21.31
11/19/2015,PWR,21.55
11/20/2015,PWR,21.5
11/23/2015,PWR,21.41
11/24/2015,PWR,21.76
11/25/2015,PWR,21.68
11/27/2015,PWR,21.72
11/30/2015,PWR,22.05
12/1/2015,PWR,22.56
12/2/2015,PWR,22.6
12/3/2015,PWR,22.94
12/4/2015,PWR,21.54
12/7/2015,PWR,20.85
12/8/2015,PWR,20.27
12/9/2015,PWR,20.33
12/10/2015,PWR,20.42
12/11/2015,PWR,19.83
12/14/2015,PWR,19.84
12/15/2015,PWR,20.32
12/16/2015,PWR,20.71
12/17/2015,PWR,19.86
12/18/2015,PWR,19.86
12/21/2015,PWR,19.97
12/22/2015,PWR,20.22
12/23/2015,PWR,20.91
12/24/2015,PWR,20.68
12/28/2015,PWR,20.62
12/29/2015,PWR,20.77
12/30/2015,PWR,20.52
12/31/2015,PWR,20.25
1/4/2016,PWR,20.31
1/5/2016,PWR,19.46
1/6/2016,PWR,19.44
1/7/2016,PWR,18.92
1/8/2016,PWR,18.7
1/11/2016,PWR,18.47
1/12/2016,PWR,18.5
1/13/2016,PWR,18.08
1/14/2016,PWR,18.03
1/15/2016,PWR,18.13
1/19/2016,PWR,17.55
1/20/2016,PWR,17.64
1/21/2016,PWR,17.66
1/22/2016,PWR,17.89
1/25/2016,PWR,17.83
1/26/2016,PWR,17.91
1/27/2016,PWR,17.77
1/28/2016,PWR,18
1/29/2016,PWR,18.7
2/1/2016,PWR,18.75
2/2/2016,PWR,18.35
2/3/2016,PWR,18.58
2/4/2016,PWR,18.9
2/5/2016,PWR,18.82
2/8/2016,PWR,17.65
2/9/2016,PWR,17.54
2/10/2016,PWR,17.49
2/11/2016,PWR,17.29
2/12/2016,PWR,17.66
2/16/2016,PWR,18.04
2/17/2016,PWR,18.56
2/18/2016,PWR,18.57
2/19/2016,PWR,18.68
2/22/2016,PWR,19.02
2/23/2016,PWR,18.7
2/24/2016,PWR,18.52
2/25/2016,PWR,19.92
2/26/2016,PWR,20.21
2/29/2016,PWR,20.29
3/1/2016,PWR,20.89
3/2/2016,PWR,21.2
3/3/2016,PWR,21.51
3/4/2016,PWR,21.76
3/7/2016,PWR,22.01
3/8/2016,PWR,22
3/9/2016,PWR,21.96
3/10/2016,PWR,22.11
3/11/2016,PWR,22.56
3/14/2016,PWR,22.46
3/15/2016,PWR,21.91
3/16/2016,PWR,22.19
3/17/2016,PWR,22.52
3/18/2016,PWR,22.67
3/21/2016,PWR,22.64
3/22/2016,PWR,22.7
3/23/2016,PWR,22.32
3/24/2016,PWR,22.3
3/28/2016,PWR,22.29
3/29/2016,PWR,22.58
3/30/2016,PWR,22.62
3/31/2016,PWR,22.56
4/1/2016,PWR,22.46
4/4/2016,PWR,22.16
4/5/2016,PWR,22.05
4/6/2016,PWR,22.46
4/7/2016,PWR,21.84
4/8/2016,PWR,22.13
4/11/2016,PWR,21.93
4/12/2016,PWR,22.39
4/13/2016,PWR,22.76
4/14/2016,PWR,22.61
4/15/2016,PWR,22.6
4/18/2016,PWR,22.63
4/19/2016,PWR,22.89
4/20/2016,PWR,22.9
4/21/2016,PWR,22.95
4/22/2016,PWR,23.41
4/25/2016,PWR,22.95
4/26/2016,PWR,23.63
4/27/2016,PWR,24.29
4/28/2016,PWR,23.58
4/29/2016,PWR,23.72
5/2/2016,PWR,23.92
5/3/2016,PWR,23.32
5/4/2016,PWR,23.22
5/5/2016,PWR,23.16
5/6/2016,PWR,23.63
5/9/2016,PWR,23.21
5/10/2016,PWR,23.66
5/11/2016,PWR,23.63
5/12/2016,PWR,23.41
5/13/2016,PWR,22.85
5/16/2016,PWR,23.2
5/17/2016,PWR,22.74
5/18/2016,PWR,22.42
5/19/2016,PWR,22.57
5/20/2016,PWR,22.82
5/23/2016,PWR,22.87
5/24/2016,PWR,22.65
5/25/2016,PWR,23.41
5/26/2016,PWR,23.57
5/27/2016,PWR,23.66
5/31/2016,PWR,24.03
6/1/2016,PWR,23.94
6/2/2016,PWR,23.63
6/3/2016,PWR,23.61
6/6/2016,PWR,23.92
6/7/2016,PWR,24.1
6/8/2016,PWR,24.38
6/9/2016,PWR,24.1
6/10/2016,PWR,23.47
6/13/2016,PWR,23.02
6/14/2016,PWR,22.95
6/15/2016,PWR,23.05
6/16/2016,PWR,23.09
6/17/2016,PWR,23.21
6/20/2016,PWR,23.44
6/21/2016,PWR,23.5
6/22/2016,PWR,23.56
6/23/2016,PWR,24.11
6/24/2016,PWR,23.01
6/27/2016,PWR,21.72
6/28/2016,PWR,21.92
6/29/2016,PWR,22.43
6/30/2016,PWR,23.12
7/1/2016,PWR,23.17
7/5/2016,PWR,23.04
7/6/2016,PWR,23.46
7/7/2016,PWR,23.66
7/8/2016,PWR,24.36
7/11/2016,PWR,24.67
7/12/2016,PWR,25.39
7/13/2016,PWR,25.43
7/14/2016,PWR,25.36
7/15/2016,PWR,25.46
7/18/2016,PWR,25.68
7/19/2016,PWR,25.46
7/20/2016,PWR,25.55
7/21/2016,PWR,25.42
7/22/2016,PWR,25.4
7/25/2016,PWR,25.42
7/26/2016,PWR,25.76
7/27/2016,PWR,25.84
7/28/2016,PWR,25.57
7/29/2016,PWR,25.6
8/1/2016,PWR,25.39
8/2/2016,PWR,25.17
8/3/2016,PWR,25.42
8/4/2016,PWR,23.45
8/5/2016,PWR,24.85
8/8/2016,PWR,24.64
8/9/2016,PWR,24.79
8/10/2016,PWR,24.73
8/11/2016,PWR,25.07
8/12/2016,PWR,24.9
8/15/2016,PWR,25.38
8/16/2016,PWR,25.39
8/17/2016,PWR,25.44
8/18/2016,PWR,26.14
8/19/2016,PWR,25.94
8/22/2016,PWR,26
8/23/2016,PWR,26.36
8/24/2016,PWR,26.28
8/25/2016,PWR,26.22
8/26/2016,PWR,26
8/29/2016,PWR,26.12
8/30/2016,PWR,25.95
8/31/2016,PWR,25.73
9/1/2016,PWR,25.74
9/2/2016,PWR,26.16
9/6/2016,PWR,26.22
9/7/2016,PWR,26.01
9/8/2016,PWR,26.11
9/9/2016,PWR,25.32
9/12/2016,PWR,25.31
9/13/2016,PWR,24.87
9/14/2016,PWR,24.67
9/15/2016,PWR,24.94
9/16/2016,PWR,24.93
9/19/2016,PWR,25.41
9/20/2016,PWR,24.88
9/21/2016,PWR,25.71
9/22/2016,PWR,25.94
9/23/2016,PWR,26.21
9/26/2016,PWR,26.45
9/27/2016,PWR,26.88
9/28/2016,PWR,27.83
9/29/2016,PWR,27.8
9/30/2016,PWR,27.99
10/3/2016,PWR,27.88
10/4/2016,PWR,27.9
10/5/2016,PWR,28.26
10/6/2016,PWR,28.58
10/7/2016,PWR,28.51
10/10/2016,PWR,28.76
10/11/2016,PWR,27.87
10/12/2016,PWR,28
10/13/2016,PWR,27.88
10/14/2016,PWR,27.94
10/17/2016,PWR,27.61
10/18/2016,PWR,27.91
10/19/2016,PWR,28.21
10/20/2016,PWR,28.34
10/21/2016,PWR,28.27
10/24/2016,PWR,28.49
10/25/2016,PWR,28.41
10/26/2016,PWR,28.42
10/27/2016,PWR,28.19
10/28/2016,PWR,28.56
10/31/2016,PWR,28.75
11/1/2016,PWR,28.35
11/2/2016,PWR,28.49
11/3/2016,PWR,28.31
11/4/2016,PWR,28.08
11/7/2016,PWR,28.63
11/8/2016,PWR,29
11/9/2016,PWR,30.69
11/10/2016,PWR,31.36
11/11/2016,PWR,31.41
11/14/2016,PWR,31.79
11/15/2016,PWR,33.04
11/16/2016,PWR,32.23
11/17/2016,PWR,32.25
11/18/2016,PWR,31.92
11/21/2016,PWR,32.28
11/22/2016,PWR,32.22
11/23/2016,PWR,32.78
11/25/2016,PWR,32.88
11/28/2016,PWR,32.27
11/29/2016,PWR,32.36
11/30/2016,PWR,33.72
12/1/2016,PWR,34.09
12/2/2016,PWR,33.8
12/5/2016,PWR,33.74
12/6/2016,PWR,33.96
12/7/2016,PWR,34.58
12/8/2016,PWR,35.1
12/9/2016,PWR,35.58
12/12/2016,PWR,35.67
12/13/2016,PWR,35.07
12/14/2016,PWR,34.96
12/15/2016,PWR,35.36
12/16/2016,PWR,35.56
12/19/2016,PWR,35.17
12/20/2016,PWR,35.53
12/21/2016,PWR,35.03
12/22/2016,PWR,34.7
12/23/2016,PWR,34.81
12/27/2016,PWR,35.04
12/28/2016,PWR,34.42
12/29/2016,PWR,34.59
12/30/2016,PWR,34.85
1/3/2017,PWR,34.91
1/4/2017,PWR,35.11
1/5/2017,PWR,34.87
1/6/2017,PWR,34.9
1/9/2017,PWR,34.19
1/10/2017,PWR,34.57
1/11/2017,PWR,34.72
1/12/2017,PWR,34.4
1/13/2017,PWR,34.89
1/17/2017,PWR,34.14
1/18/2017,PWR,34.28
1/19/2017,PWR,34.47
1/20/2017,PWR,34.66
1/23/2017,PWR,34.77
1/24/2017,PWR,37.41
1/25/2017,PWR,37.6
1/26/2017,PWR,37.45
1/27/2017,PWR,36.7
1/30/2017,PWR,36.58
1/31/2017,PWR,35.89
2/1/2017,PWR,35.7
2/2/2017,PWR,35.53
2/3/2017,PWR,36.6
2/6/2017,PWR,36.68
2/7/2017,PWR,36.46
2/8/2017,PWR,36.17
2/9/2017,PWR,36.92
2/10/2017,PWR,36.96
2/13/2017,PWR,37.15
2/14/2017,PWR,37.39
2/15/2017,PWR,37.4
2/16/2017,PWR,37.73
2/17/2017,PWR,37.24
2/21/2017,PWR,38.47
2/22/2017,PWR,37.66
2/23/2017,PWR,37.14
2/24/2017,PWR,37.76
2/27/2017,PWR,38.13
2/28/2017,PWR,37.32
3/1/2017,PWR,38.25
3/2/2017,PWR,37.52
3/3/2017,PWR,38.04
3/6/2017,PWR,37.67
3/7/2017,PWR,37.53
3/8/2017,PWR,37.49
3/9/2017,PWR,36.72
3/10/2017,PWR,37.31
3/13/2017,PWR,37.67
3/14/2017,PWR,37.23
3/15/2017,PWR,37.65
3/16/2017,PWR,37.48
3/17/2017,PWR,37.26
3/20/2017,PWR,37.1
3/21/2017,PWR,35.91
3/22/2017,PWR,36.31
3/23/2017,PWR,36.43
3/24/2017,PWR,36.13
3/27/2017,PWR,35.98
3/28/2017,PWR,36.48
3/29/2017,PWR,36.72
3/30/2017,PWR,37.12
3/31/2017,PWR,37.11
4/3/2017,PWR,36.48
4/4/2017,PWR,36.35
4/5/2017,PWR,35.3
4/6/2017,PWR,35.59
4/7/2017,PWR,35.8
4/10/2017,PWR,35.8
4/11/2017,PWR,35.62
4/12/2017,PWR,34.83
4/13/2017,PWR,34.16
4/17/2017,PWR,34.87
4/18/2017,PWR,34.94
4/19/2017,PWR,35.05
4/20/2017,PWR,35.21
4/21/2017,PWR,35.01
4/24/2017,PWR,35.93
4/25/2017,PWR,36
4/26/2017,PWR,36.29
4/27/2017,PWR,36.13
4/28/2017,PWR,35.44
5/1/2017,PWR,35.6
5/2/2017,PWR,35.53
5/3/2017,PWR,35.05
5/4/2017,PWR,34.97
5/5/2017,PWR,34.51
5/8/2017,PWR,34.44
5/9/2017,PWR,34.51
5/10/2017,PWR,33.67
5/11/2017,PWR,33.61
5/12/2017,PWR,32.49
5/15/2017,PWR,32.45
5/16/2017,PWR,31.82
5/17/2017,PWR,31.05
5/18/2017,PWR,31.22
5/19/2017,PWR,31.44
5/22/2017,PWR,31.6
5/23/2017,PWR,31.7
5/24/2017,PWR,31.28
5/25/2017,PWR,31.01
5/26/2017,PWR,31.07
5/30/2017,PWR,30.75
5/31/2017,PWR,30.66
6/1/2017,PWR,31.37
6/2/2017,PWR,31.6
6/5/2017,PWR,31.26
6/6/2017,PWR,31.24
6/7/2017,PWR,31.4
6/8/2017,PWR,31.81
6/9/2017,PWR,32.71
6/12/2017,PWR,32.66
6/13/2017,PWR,33
6/14/2017,PWR,32.46
6/15/2017,PWR,31.98
6/16/2017,PWR,32.06
6/19/2017,PWR,32.4
6/20/2017,PWR,31.77
6/21/2017,PWR,31.22
6/22/2017,PWR,31.21
6/23/2017,PWR,31.62
6/26/2017,PWR,32.29
6/27/2017,PWR,32.16
6/28/2017,PWR,32.26
6/29/2017,PWR,31.88
6/30/2017,PWR,32.92
7/3/2017,PWR,32.67
7/5/2017,PWR,32.67
7/6/2017,PWR,32.76
7/7/2017,PWR,33.05
7/10/2017,PWR,33.39
7/11/2017,PWR,33.41
7/12/2017,PWR,33.75
7/13/2017,PWR,34.37
7/14/2017,PWR,34.23
7/17/2017,PWR,33.8
7/18/2017,PWR,33.08
7/19/2017,PWR,33.37
7/20/2017,PWR,32.75
7/21/2017,PWR,33.05
7/24/2017,PWR,33.61
7/25/2017,PWR,34.17
7/26/2017,PWR,33.77
7/27/2017,PWR,33.94
7/28/2017,PWR,33.58
7/31/2017,PWR,33.73
8/1/2017,PWR,34.44
8/2/2017,PWR,34.22
8/3/2017,PWR,35.7
8/4/2017,PWR,36.5
8/7/2017,PWR,36.29
8/8/2017,PWR,36.54
8/9/2017,PWR,36.68
8/10/2017,PWR,35.68
8/11/2017,PWR,35.61
8/14/2017,PWR,35.62
8/15/2017,PWR,35.33
8/16/2017,PWR,34.27
8/17/2017,PWR,33.83
8/18/2017,PWR,34.04
8/21/2017,PWR,33.78
8/22/2017,PWR,34.3
8/23/2017,PWR,34.42
8/24/2017,PWR,34.41
8/25/2017,PWR,34.61
8/28/2017,PWR,34.89
8/29/2017,PWR,35.26
8/30/2017,PWR,35.38
8/31/2017,PWR,35.93
9/1/2017,PWR,36.02
9/5/2017,PWR,35.78
9/6/2017,PWR,35.56
9/7/2017,PWR,35.5
9/8/2017,PWR,36.13
9/11/2017,PWR,36.16
9/12/2017,PWR,36.54
9/13/2017,PWR,36.27
9/14/2017,PWR,36.46
9/15/2017,PWR,36.3
9/18/2017,PWR,36.34
9/19/2017,PWR,36.77
9/20/2017,PWR,36.97
9/21/2017,PWR,37.06
9/22/2017,PWR,37.12
9/25/2017,PWR,37.31
9/26/2017,PWR,37.51
9/27/2017,PWR,37.59
9/28/2017,PWR,37.52
9/29/2017,PWR,37.37
10/2/2017,PWR,37.42
10/3/2017,PWR,37.49
10/4/2017,PWR,37.14
10/5/2017,PWR,37.5
10/6/2017,PWR,37.54
10/9/2017,PWR,37.37
10/10/2017,PWR,37.36
10/11/2017,PWR,37.52
10/12/2017,PWR,37.5
10/13/2017,PWR,37.29
10/16/2017,PWR,37.84
10/17/2017,PWR,37.45
10/18/2017,PWR,37.4
10/19/2017,PWR,37.17
10/20/2017,PWR,37.45
10/23/2017,PWR,37.48
10/24/2017,PWR,37.88
10/25/2017,PWR,37.37
10/26/2017,PWR,37.83
10/27/2017,PWR,37.98
10/30/2017,PWR,38.06
10/31/2017,PWR,37.73
11/1/2017,PWR,37.34
11/2/2017,PWR,36.56
11/3/2017,PWR,35.66
11/6/2017,PWR,36.31
11/7/2017,PWR,36.21
11/8/2017,PWR,36.34
11/9/2017,PWR,35.51
11/10/2017,PWR,35.84
11/13/2017,PWR,36.72
11/14/2017,PWR,35.75
11/15/2017,PWR,35.35
11/16/2017,PWR,35.97
11/17/2017,PWR,36.01
11/20/2017,PWR,36.47
11/21/2017,PWR,36.89
11/22/2017,PWR,36.47
11/24/2017,PWR,36.13
11/27/2017,PWR,36.16
11/28/2017,PWR,37.06
11/29/2017,PWR,37.65
11/30/2017,PWR,37.9
12/1/2017,PWR,37.39
12/4/2017,PWR,38.8
12/5/2017,PWR,38.42
12/6/2017,PWR,38.29
12/7/2017,PWR,38.45
12/8/2017,PWR,39.4
12/11/2017,PWR,39.17
12/12/2017,PWR,39.12
12/13/2017,PWR,38.29
12/14/2017,PWR,37.44
12/15/2017,PWR,37.72
12/18/2017,PWR,38.38
12/19/2017,PWR,37.8
12/20/2017,PWR,38.54
12/21/2017,PWR,39.4
12/22/2017,PWR,39.41
12/26/2017,PWR,39.5
12/27/2017,PWR,39.48
12/28/2017,PWR,39.33
12/29/2017,PWR,39.11
1/2/2018,PWR,39.24
1/3/2018,PWR,39.55
1/4/2018,PWR,39.86
1/5/2018,PWR,39.51
1/8/2018,PWR,39.1
1/9/2018,PWR,38.64
1/10/2018,PWR,38.14
1/11/2018,PWR,39.07
1/12/2018,PWR,39.44
1/16/2018,PWR,38.69
1/17/2018,PWR,38.73
1/18/2018,PWR,38.53
1/19/2018,PWR,38.99
1/22/2018,PWR,39.09
1/23/2018,PWR,38.87
1/24/2018,PWR,38.97
1/25/2018,PWR,38.89
1/26/2018,PWR,39.14
1/29/2018,PWR,38.87
1/30/2018,PWR,38.4
1/31/2018,PWR,38.49
2/1/2018,PWR,38.26
2/2/2018,PWR,36.09
2/5/2018,PWR,34.4
2/6/2018,PWR,35.18
2/7/2018,PWR,34.45
2/8/2018,PWR,33.51
2/9/2018,PWR,33.53
2/12/2018,PWR,33.98
2/13/2018,PWR,33.72
2/14/2018,PWR,34.43
2/15/2018,PWR,34.83
2/16/2018,PWR,35.07
2/20/2018,PWR,34.95
2/21/2018,PWR,34.84
2/22/2018,PWR,35.9
2/23/2018,PWR,35.67
2/26/2018,PWR,35.66
2/27/2018,PWR,35.04
2/28/2018,PWR,34.44
3/1/2018,PWR,33.86
3/2/2018,PWR,34.24
3/5/2018,PWR,34.22
3/6/2018,PWR,34.68
3/7/2018,PWR,35.17
3/8/2018,PWR,35.17
3/9/2018,PWR,35.99
3/12/2018,PWR,35.96
3/13/2018,PWR,35.46
3/14/2018,PWR,35.07
3/15/2018,PWR,35
3/16/2018,PWR,35.36
3/19/2018,PWR,34.94
3/20/2018,PWR,35.1
3/21/2018,PWR,35.82
3/22/2018,PWR,34.39
3/23/2018,PWR,33.21
3/26/2018,PWR,34.25
3/27/2018,PWR,34
3/28/2018,PWR,33.87
3/29/2018,PWR,34.35
4/2/2018,PWR,33.53
4/3/2018,PWR,34.17
4/4/2018,PWR,34.51
4/5/2018,PWR,34.6
4/6/2018,PWR,33.72
4/9/2018,PWR,33.46
4/10/2018,PWR,34.17
4/11/2018,PWR,33.98
4/12/2018,PWR,34.31
4/13/2018,PWR,34.15
4/16/2018,PWR,34.54
4/17/2018,PWR,34.68
4/18/2018,PWR,34.58
4/19/2018,PWR,34.28
4/20/2018,PWR,33.81
4/23/2018,PWR,33.49
4/24/2018,PWR,32.71
4/25/2018,PWR,32.78
4/26/2018,PWR,32.83
4/27/2018,PWR,32.92
4/30/2018,PWR,32.5
5/1/2018,PWR,32.81
5/2/2018,PWR,32.81
5/3/2018,PWR,34.06
5/4/2018,PWR,34.95
5/7/2018,PWR,35.14
5/8/2018,PWR,35.53
5/9/2018,PWR,36.08
5/10/2018,PWR,36.26
5/11/2018,PWR,36.38
5/14/2018,PWR,36.49
5/15/2018,PWR,36.5
5/16/2018,PWR,36.74
5/17/2018,PWR,36.72
5/18/2018,PWR,36.62
5/21/2018,PWR,36.92
5/22/2018,PWR,36.19
5/23/2018,PWR,35.63
5/24/2018,PWR,35.6
5/25/2018,PWR,35.59
5/29/2018,PWR,35.62
5/30/2018,PWR,36.29
5/31/2018,PWR,36.01
6/1/2018,PWR,36.02
6/4/2018,PWR,36.23
6/5/2018,PWR,36.95
6/6/2018,PWR,37.1
6/7/2018,PWR,37.14
6/8/2018,PWR,37.11
6/11/2018,PWR,36.82
6/12/2018,PWR,36.84
6/13/2018,PWR,36.74
6/14/2018,PWR,35.92
6/15/2018,PWR,35.6
6/18/2018,PWR,35.75
6/19/2018,PWR,35.41
6/20/2018,PWR,35.39
6/21/2018,PWR,34.74
6/22/2018,PWR,34.18
6/25/2018,PWR,33.86
6/26/2018,PWR,33.84
6/27/2018,PWR,33.4
6/28/2018,PWR,33.25
6/29/2018,PWR,33.4
7/2/2018,PWR,33.56
7/3/2018,PWR,33.65
7/5/2018,PWR,33.75
7/6/2018,PWR,33.84
7/9/2018,PWR,34.24
7/10/2018,PWR,34.34
7/11/2018,PWR,33.61
7/12/2018,PWR,33.54
7/13/2018,PWR,33.68
7/16/2018,PWR,33.28
7/17/2018,PWR,33.19
7/18/2018,PWR,33.18
7/19/2018,PWR,33.4
7/20/2018,PWR,33.29
7/23/2018,PWR,32.82
7/24/2018,PWR,33.07
7/25/2018,PWR,33.73
7/26/2018,PWR,33.65
7/27/2018,PWR,33.7
7/30/2018,PWR,33.28
7/31/2018,PWR,34.07
8/1/2018,PWR,34.1
8/2/2018,PWR,35.11
8/3/2018,PWR,34.92
8/6/2018,PWR,35.08
8/7/2018,PWR,34.75
8/8/2018,PWR,34.82
8/9/2018,PWR,34.7
8/10/2018,PWR,34.45
8/13/2018,PWR,33.7
8/14/2018,PWR,34.02
8/15/2018,PWR,33.94
8/16/2018,PWR,33.18
8/17/2018,PWR,34.14
8/20/2018,PWR,34.12
8/21/2018,PWR,34.45
8/22/2018,PWR,34.17
8/23/2018,PWR,34
8/24/2018,PWR,33.77
8/27/2018,PWR,33.99
8/28/2018,PWR,34.12
8/29/2018,PWR,34.69
8/30/2018,PWR,34.45
8/31/2018,PWR,34.59
9/4/2018,PWR,33.96
9/5/2018,PWR,34.16
9/6/2018,PWR,34.26
9/7/2018,PWR,33.92
9/10/2018,PWR,34.4
9/11/2018,PWR,34.62
9/12/2018,PWR,35.15
9/13/2018,PWR,34.48
9/14/2018,PWR,34.56
